,W43_M1,W43_M1adj,W27_M1,W27_M1adj,W28_M1,W28_M1adj,W26_M1,W26_M1adj,W31_M1,W31_M1adj,W42_M1,W42_M1adj,W24_M1.1,W24_M1adj.1,W25_M1.2,W25_M1adj.2,W23_M1,W23_M1adj,W22_M1,W22_M1adj,W41_M1,W41_M1adj,W39_M1,W39_M1adj,W39_M2,W39_M2adj,W50_M1,W50_M1adj,W50_M2,W50_M2adj,W34_M1,W34_M1adj,W45_M1,W45_M1adj,W49_M1,W49_M1adj,W35_M1,W35_M1adj,W35_M2,W35_M2adj,W36_M1,W36_M1adj,W47_M1,W47_M1adj,W32_M1,W32_M1adj,W32_M2,W32_M2adj,W33_M1,W33_M1adj,W46_M1,W46_M1adj,W29_M1,W29_M1adj,W30_M1,W30_M1adj,W44_M1,W44_M1adj,W44_M2,W44_M2adj,W30_M2,W30_M2adj,W25_M2,W25_M2adj,W48_M1,W48_M1adj,W41_M2,W41_M2adj,W47_M2,W47_M2adj,W31_M2,W31_M2adj
60,27.519,,6.88,,41.279,41.279,55.039,55.039,48.159,48.159,708.627,708.627,20.64,,6.88,,151.357,151.357,6.88,,6.88,,1025.101,1025.101,27.519,,123.838,123.838,2105.241,2105.241,6.88,,6.88,,13.76,,612.309,612.309,55.039,55.039,13.76,,6.88,,6.88,,433.432,433.432,110.078,110.078,48.159,48.159,6.88,,6.88,,6.88,,20.64,,6.88,,55.039,55.039,6.88,,6.88,,13.76,,20.64,
61,6.88,,6.88,,6.88,,27.519,,323.354,323.354,89.438,89.438,6.88,,378.393,378.393,6.88,,6.88,,41.279,41.279,13.76,,6.88,,13.76,,61.919,61.919,6.88,,13.76,,6.88,,165.117,165.117,13.76,,27.519,,6.88,,20.64,,247.675,247.675,460.951,460.951,96.318,96.318,13.76,,247.675,247.675,34.399,34.399,6.88,,6.88,,68.799,68.799,6.88,,55.039,55.039,6.88,,6.88,
62,6.88,,13.76,,48.159,48.159,41.279,41.279,275.195,275.195,13.76,,6.88,,6.88,,13.76,,6.88,,13.76,,61.919,61.919,6.88,,96.318,96.318,61.919,61.919,13.76,,20.64,,34.399,34.399,6.88,,6.88,,550.39,550.39,13.76,,6.88,,61.919,61.919,6.88,,34.399,34.399,41.279,41.279,6.88,,55.039,55.039,6.88,,6.88,,6.88,,6.88,,13.76,,34.399,34.399,27.519,
63,6.88,,13.76,,13.76,,6.88,,6.88,,34.399,34.399,6.88,,13.76,,82.558,82.558,13.76,,6.88,,275.195,275.195,20.64,,6.88,,61.919,61.919,3412.416,3412.416,13.76,,27.519,,20.64,,6.88,,13.76,,61.919,61.919,619.188,619.188,1424.133,1424.133,6.88,,6.88,,185.757,185.757,6.88,,103.198,103.198,6.88,,6.88,,708.627,708.627,6.88,,13.76,,6.88,,6.88,
64,13.76,,6.88,,13.76,,6.88,,1011.341,1011.341,6.88,,20.64,,20.64,,20.64,,13.76,,13.76,,20.64,,82.558,82.558,20.64,,123.838,123.838,6.88,,27.519,,110.078,110.078,96.318,96.318,13.76,,116.958,116.958,6.88,,6.88,,557.27,557.27,13.76,,55.039,55.039,48.159,48.159,13.76,,6.88,,6.88,,6.88,,34.399,34.399,6.88,,116.958,116.958,13.76,,6.88,
65,89.438,89.438,151.357,151.357,82.558,82.558,6.88,,55.039,55.039,61.919,61.919,13.76,,6.88,,6.88,,89.438,89.438,34.399,34.399,6.88,,6.88,,103.198,103.198,185.757,185.757,68.799,68.799,10299.167,10299.167,13.76,,68.799,68.799,6.88,,6.88,,6.88,,6.88,,371.513,371.513,6.88,,6.88,,956.302,956.302,6.88,,20.64,,27.519,,13.76,,6.88,,89.438,89.438,6.88,,20.64,,6.88,
66,13.76,,6.88,,6.88,,48.159,48.159,1912.604,1912.604,529.75,529.75,6.88,,27.519,,13.76,,6.88,,13.76,,6.88,,6.88,,185.757,185.757,16222.736,16222.736,6.88,,261.435,261.435,68.799,68.799,48.159,48.159,27.519,,34.399,34.399,6.88,,27.519,,123.838,123.838,6.88,,6.88,,48.159,48.159,61.919,61.919,41.279,41.279,20.64,,13.76,,2174.039,2174.039,6.88,,6.88,,6.88,,13.76,
67,20.64,,6.88,,137.597,137.597,6.88,,6.88,,6.88,,6.88,,6.88,,6.88,,6.88,,13.76,,502.231,502.231,13.76,,6.88,,433.432,433.432,6.88,,27.519,,13.76,,13.76,,20.64,,6.88,,13.76,,6.88,,866.864,866.864,13.76,,275.195,275.195,6.88,,20.64,,41.279,41.279,34.399,34.399,6.88,,151.357,151.357,282.075,282.075,116.958,116.958,20.64,,6.88,
68,6.88,,6.88,,178.877,178.877,6.88,,791.185,791.185,55.039,55.039,41.279,41.279,55.039,55.039,41.279,41.279,20.64,,6.88,,13.76,,27.519,,41.279,41.279,1795.646,1795.646,13.76,,27.519,,13.76,,963.182,963.182,13.76,,20.64,,6.88,,20.64,,247.675,247.675,6.88,,130.718,130.718,20.64,,6.88,,20.64,,27.519,,13.76,,6.88,,96.318,96.318,6.88,,6.88,,34.399,34.399
69,27.519,,13.76,,6.88,,261.435,261.435,110.078,110.078,6.88,,13.76,,116.958,116.958,6.88,,6.88,,6.88,,6.88,,6.88,,13.76,,61.919,61.919,6.88,,151.357,151.357,41.279,41.279,6.88,,55.039,55.039,13.76,,6.88,,27.519,,5386.939,5386.939,34.399,34.399,261.435,261.435,433.432,433.432,20.64,,6.88,,6.88,,6.88,,116.958,116.958,6.88,,41.279,41.279,6.88,,13.76,
70,13.76,,41.279,41.279,13.76,,96.318,96.318,13.76,,6.88,,6.88,,34.399,34.399,6.88,,811.825,811.825,48.159,48.159,27.519,,27.519,,1073.26,1073.26,1857.565,1857.565,34.399,34.399,6.88,,96.318,96.318,34.399,34.399,6.88,,13.76,,82.558,82.558,13.76,,61.919,61.919,6.88,,6.88,,20.64,,6.88,,27.519,,192.636,192.636,6.88,,357.753,357.753,227.036,227.036,6.88,,82.558,82.558,6.88,
71,89.438,89.438,213.276,213.276,151.357,151.357,6.88,,199.516,199.516,13.76,,20.64,,89.438,89.438,206.396,206.396,6.88,,96.318,96.318,6.88,,55.039,55.039,20.64,,61.919,61.919,6.88,,20.64,,6.88,,27.519,,151.357,151.357,213.276,213.276,178.877,178.877,27.519,,309.594,309.594,48.159,48.159,6.88,,6.88,,13.76,,82.558,82.558,144.477,144.477,6.88,,220.156,220.156,75.679,75.679,6.88,,27.519,,6.88,
72,233.916,233.916,6.88,,6.88,,6.88,,130.718,130.718,13.76,,880.623,880.623,6.88,,6.88,,158.237,158.237,20.64,,6.88,,41.279,41.279,646.708,646.708,185.757,185.757,6.88,,385.273,385.273,34.399,34.399,82.558,82.558,165.117,165.117,34.399,34.399,811.825,811.825,6.88,,928.783,928.783,68.799,68.799,34.399,34.399,6.88,,6.88,,20.64,,6.88,,6.88,,13.76,,6.88,,13.76,,1630.529,1630.529,330.234,330.234
73,41.279,41.279,61.919,61.919,13.76,,6.88,,6.88,,20.64,,6.88,,282.075,282.075,6.88,,6.88,,1699.328,1699.328,55.039,55.039,75.679,75.679,6.88,,309.594,309.594,6.88,,55.039,55.039,13.76,,2978.984,2978.984,75.679,75.679,6.88,,13.76,,343.994,343.994,8854.394,8854.394,6.88,,6.88,,110.078,110.078,6.88,,13.76,,6.88,,6.88,,6.88,,6.88,,6.88,,103.198,103.198,6.88,
74,6.88,,75.679,75.679,27.519,,116.958,116.958,6.88,,55.039,55.039,275.195,275.195,6.88,,20.64,,116.958,116.958,6.88,,2187.799,2187.799,6.88,,41.279,41.279,2848.267,2848.267,13.76,,6.88,,6.88,,6.88,,6.88,,220.156,220.156,6.88,,13.76,,158.237,158.237,6.88,,158.237,158.237,116.958,116.958,20.64,,192.636,192.636,6.88,,20.64,,392.153,392.153,6.88,,27.519,,199.516,199.516,6.88,
75,13.76,,41.279,41.279,13.76,,6.88,,171.997,171.997,20.64,,137.597,137.597,1541.091,1541.091,6.88,,13.76,,41.279,41.279,34.399,34.399,6.88,,13.76,,61.919,61.919,6.88,,13.76,,6.88,,6.88,,34.399,34.399,13.76,,13.76,,330.234,330.234,123.838,123.838,13.76,,6.88,,20.64,,6.88,,55.039,55.039,7347.702,7347.702,6.88,,577.909,577.909,6.88,,3921.526,3921.526,27.519,,632.948,632.948
76,6.88,,6.88,,6.88,,6.88,,6.88,,185.757,185.757,426.552,426.552,6.88,,6.88,,27.519,,13.76,,20.64,,6.88,,6.88,,185.757,185.757,13.76,,6.88,,48.159,48.159,6.88,,96.318,96.318,6.88,,27.519,,13.76,,61.919,61.919,3790.809,3790.809,399.033,399.033,6.88,,6.88,,6.88,,6.88,,6.88,,983.822,983.822,123.838,123.838,6.88,,302.714,302.714,6.88,
77,6.88,,27.519,,13.76,,6.88,,27.519,,34.399,34.399,68.799,68.799,13.76,,89.438,89.438,6.88,,6.88,,6.88,,20.64,,75.679,75.679,123.838,123.838,13.76,,6.88,,6.88,,151.357,151.357,6.88,,13.76,,412.792,412.792,6.88,,185.757,185.757,20.64,,6.88,,6.88,,82.558,82.558,6.88,,261.435,261.435,55.039,55.039,6.88,,61.919,61.919,6.88,,171.997,171.997,6.88,
78,41.279,41.279,41.279,41.279,6.88,,6.88,,103.198,103.198,997.581,997.581,6.88,,20.64,,777.425,777.425,20.64,,13.76,,6.88,,6.88,,6.88,,1300.296,1300.296,116.958,116.958,89.438,89.438,20.64,,6.88,,268.315,268.315,13.76,,956.302,956.302,27.519,,61.919,61.919,6.88,,6.88,,34.399,34.399,20.64,,75.679,75.679,6.88,,6.88,,6.88,,6.88,,6.88,,13.76,,151.357,151.357
79,206.396,206.396,6.88,,13.76,,295.834,295.834,282.075,282.075,1025.101,1025.101,13.76,,6.88,,27.519,,6.88,,6.88,,6.88,,6.88,,20.64,,61.919,61.919,89.438,89.438,6.88,,20.64,,68.799,68.799,130.718,130.718,96.318,96.318,6.88,,6.88,,185.757,185.757,20.64,,20.64,,6.88,,13.76,,6.88,,82.558,82.558,6.88,,27.519,,6.88,,34.399,34.399,6.88,,6.88,
80,41.279,41.279,6.88,,6.88,,61.919,61.919,502.231,502.231,48.159,48.159,20.64,,34.399,34.399,13.76,,34.399,34.399,13.76,,6.88,,6.88,,185.757,185.757,61.919,61.919,6.88,,6.88,,165.117,165.117,6.88,,20.64,,96.318,96.318,41.279,41.279,13.76,,61.919,61.919,6.88,,20.64,,130.718,130.718,13.76,,116.958,116.958,13.76,,6.88,,41.279,41.279,41.279,41.279,27.519,,41.279,41.279,27.519,
81,6.88,,6.88,,199.516,199.516,13.76,,6.88,,27.519,,103.198,103.198,6.88,,13.76,,6.88,,6.88,,171.997,171.997,13.76,,20.64,,123.838,123.838,82.558,82.558,13.76,,20.64,,6.88,,6.88,,6.88,,13.76,,61.919,61.919,61.919,61.919,13.76,,295.834,295.834,68.799,68.799,6.88,,6.88,,20.64,,103.198,103.198,288.955,288.955,6.88,,6.88,,6.88,,20.64,
82,13.76,,6.88,,316.474,316.474,6.88,,6.88,,82.558,82.558,6.88,,20.64,,6.88,,13.76,,13.76,,6.88,,6.88,,887.503,887.503,123.838,123.838,6.88,,6.88,,27.519,,6.88,,6.88,,6.88,,13.76,,61.919,61.919,371.513,371.513,694.867,694.867,6.88,,20.64,,13.76,,6.88,,13.76,,27.519,,165.117,165.117,6.88,,27.519,,6.88,,6.88,
83,6.88,,6.88,,6.88,,6.88,,6.88,,165.117,165.117,6.88,,970.062,970.062,6.88,,137.597,137.597,20.64,,20.64,,839.344,839.344,13.76,,309.594,309.594,110.078,110.078,13.76,,20.64,,261.435,261.435,48.159,48.159,6.88,,6.88,,6.88,,61.919,61.919,6.88,,660.468,660.468,6.88,,82.558,82.558,13.76,,6.88,,22118.785,22118.785,13.76,,41.279,41.279,13.76,,6.88,,6.88,
84,34.399,34.399,89.438,89.438,27.519,,6.88,,6.88,,13.76,,6.88,,1396.614,1396.614,6.88,,6.88,,20.64,,13.76,,6.88,,6.88,,185.757,185.757,151.357,151.357,34.399,34.399,41.279,41.279,6.88,,6.88,,13.76,,1465.413,1465.413,6.88,,495.351,495.351,6.88,,158.237,158.237,20.64,,6.88,,13.76,,13.76,,6.88,,41.279,41.279,6.88,,6.88,,68.799,68.799,6.88,
85,27.519,,34.399,34.399,48.159,48.159,20.64,,13.76,,282.075,282.075,6.88,,41.279,41.279,13.76,,6.88,,6.88,,13.76,,82.558,82.558,6.88,,185.757,185.757,20.64,,137.597,137.597,41.279,41.279,288.955,288.955,6.88,,6.88,,6.88,,165.117,165.117,61.919,61.919,419.672,419.672,330.234,330.234,6.88,,6.88,,27.519,,48.159,48.159,6.88,,8923.193,8923.193,13.76,,6.88,,2600.591,2600.591,6.88,
86,13.76,,13.76,,6.88,,6.88,,20.64,,529.75,529.75,27.519,,6.88,,6.88,,6.88,,13.76,,27.519,,6.88,,13.76,,61.919,61.919,20.64,,34.399,34.399,6.88,,6.88,,13.76,,13.76,,6.88,,34.399,34.399,1362.214,1362.214,6.88,,61.919,61.919,6.88,,6.88,,55.039,55.039,6.88,,13.76,,6.88,,103.198,103.198,6.88,,6.88,,13.76,
87,41.279,41.279,6.88,,13.76,,20.64,,61.919,61.919,371.513,371.513,68.799,68.799,1940.124,1940.124,6.88,,6.88,,6.88,,20.64,,6.88,,61.919,61.919,61.919,61.919,6.88,,6.88,,6.88,,48.159,48.159,385.273,385.273,61.919,61.919,34.399,34.399,82.558,82.558,185.757,185.757,27.519,,6.88,,6.88,,34.399,34.399,55.039,55.039,27.519,,13.76,,13.76,,13.76,,364.633,364.633,6.88,,6.88,
88,6.88,,6.88,,27.519,,6.88,,6.88,,13.76,,41.279,41.279,1025.101,1025.101,103.198,103.198,13.76,,61.919,61.919,674.227,674.227,343.994,343.994,123.838,123.838,123.838,123.838,6.88,,20.64,,694.867,694.867,6.88,,110.078,110.078,268.315,268.315,27.519,,275.195,275.195,1981.403,1981.403,20.64,,681.107,681.107,41.279,41.279,13.76,,6.88,,6.88,,261.435,261.435,20.64,,6.88,,27.519,,330.234,330.234,350.873,350.873
89,13.76,,20.64,,6.88,,6.88,,227.036,227.036,89.438,89.438,13.76,,34.399,34.399,6.88,,6.88,,27.519,,20.64,,20.64,,27.519,,123.838,123.838,34.399,34.399,6.88,,27.519,,6.88,,123.838,123.838,20.64,,6.88,,6.88,,247.675,247.675,6.88,,20.64,,412.792,412.792,41.279,41.279,13.76,,6.88,,6.88,,6.88,,48.159,48.159,6.88,,6.88,,385.273,385.273
90,6.88,,41.279,41.279,55.039,55.039,185.757,185.757,6.88,,254.555,254.555,13.76,,6.88,,6.88,,178.877,178.877,6.88,,27.519,,6.88,,6.88,,61.919,61.919,6.88,,20.64,,41.279,41.279,13.76,,13.76,,171.997,171.997,13.76,,529.75,529.75,61.919,61.919,61.919,61.919,34.399,34.399,158.237,158.237,7877.452,7877.452,41.279,41.279,27.519,,2751.948,2751.948,6.88,,20.64,,1080.14,1080.14,6.88,,20.64,
91,6.88,,13.76,,6.88,,6.88,,20.64,,48.159,48.159,343.994,343.994,6.88,,6.88,,1341.575,1341.575,6.88,,34.399,34.399,6.88,,110.078,110.078,61.919,61.919,6.88,,6.88,,13.76,,6.88,,6.88,,1603.01,1603.01,6.88,,137.597,137.597,61.919,61.919,13.76,,20.64,,6.88,,199.516,199.516,6.88,,27.519,,6.88,,48.159,48.159,240.795,240.795,6.88,,6.88,,6.88,
92,89.438,89.438,6.88,,13.76,,13.76,,116.958,116.958,89.438,89.438,75.679,75.679,6.88,,6.88,,82.558,82.558,6.88,,6.88,,55.039,55.039,6.88,,185.757,185.757,6.88,,6.88,,13.76,,6.88,,41.279,41.279,13.76,,13.76,,206.396,206.396,1733.727,1733.727,1169.578,1169.578,61.919,61.919,192636.388,192636.388,6.88,,171.997,171.997,6.88,,6.88,,6.88,,1066.38,1066.38,6.88,,6.88,,515.99,515.99
93,6.88,,6.88,,41.279,41.279,116.958,116.958,6.88,,82.558,82.558,55.039,55.039,6.88,,61.919,61.919,20.64,,13.76,,48.159,48.159,75.679,75.679,13.76,,433.432,433.432,6.88,,247.675,247.675,6.88,,6.88,,20.64,,41.279,41.279,6.88,,6.88,,1238.377,1238.377,6.88,,6.88,,27.519,,6.88,,20.64,,6.88,,6.88,,41.279,41.279,20.64,,6.88,,13.76,,34.399,34.399
94,6.88,,6.88,,13.76,,6.88,,27.519,,41.279,41.279,6.88,,6.88,,33518.732,33518.732,20.64,,61.919,61.919,20.64,,6.88,,6.88,,2538.672,2538.672,6.88,,399.033,399.033,6.88,,178.877,178.877,2559.312,2559.312,13.76,,6.88,,213.276,213.276,185.757,185.757,6.88,,6.88,,13.76,,6.88,,6.88,,13.76,,6.88,,13.76,,6.88,,20.64,,309.594,309.594,130.718,130.718
95,27.519,,6.88,,832.464,832.464,6.88,,13.76,,48.159,48.159,6.88,,20.64,,6.88,,27.519,,6.88,,6.88,,116.958,116.958,20.64,,61.919,61.919,6.88,,13.76,,34.399,34.399,20.64,,220.156,220.156,165.117,165.117,6.88,,6.88,,61.919,61.919,6.88,,6.88,,6.88,,41.279,41.279,6.88,,6.88,,6.88,,6.88,,13.76,,9631.819,9631.819,6.88,,6.88,
96,41.279,41.279,6.88,,6.88,,137.597,137.597,6.88,,6.88,,13.76,,13.76,,6.88,,6.88,,6.88,,55.039,55.039,20.64,,55.039,55.039,10650.04,10650.04,158.237,158.237,75.679,75.679,27.519,,61.919,61.919,20.64,,13.76,,27.519,,6.88,,61.919,61.919,13.76,,5675.894,5675.894,13.76,,20.64,,6.88,,6.88,,13.76,,6.88,,13.76,,27.519,,123.838,123.838,350.873,350.873
97,6.88,,61.919,61.919,13.76,,13.76,,13.76,,674.227,674.227,27.519,,997.581,997.581,27.519,,6.88,,6.88,,82.558,82.558,13.76,,75.679,75.679,557.27,557.27,598.549,598.549,6.88,,27.519,,158.237,158.237,41.279,41.279,6.88,,206.396,206.396,6.88,,27.519,,48.159,48.159,165.117,165.117,20.64,,41.279,41.279,6.88,,6.88,,6.88,,34.399,34.399,41.279,41.279,27.519,,27.519,,6.88,
98,27.519,,34.399,34.399,220.156,220.156,144.477,144.477,13.76,,110.078,110.078,165.117,165.117,75.679,75.679,20.64,,6.88,,2524.913,2524.913,13.76,,13.76,,27.519,,185.757,185.757,1038.861,1038.861,61.919,61.919,103.198,103.198,20.64,,467.831,467.831,55.039,55.039,27.519,,6.88,,185.757,185.757,13.76,,13.76,,20.64,,20.64,,20.64,,474.711,474.711,6.88,,6.88,,6.88,,6.88,,13.76,,6.88,
99,6.88,,6.88,,61.919,61.919,6.88,,199.516,199.516,6.88,,20.64,,6.88,,13.76,,41.279,41.279,6.88,,82.558,82.558,6.88,,68.799,68.799,61.919,61.919,103.198,103.198,158.237,158.237,6.88,,27.519,,55.039,55.039,20.64,,20.64,,13.76,,61.919,61.919,6.88,,27.519,,6.88,,13.76,,178.877,178.877,20.64,,13.76,,27.519,,13.76,,20.64,,6.88,,6.88,
100,13.76,,13.76,,13.76,,6.88,,13.76,,165.117,165.117,34.399,34.399,34.399,34.399,6.88,,6.88,,6.88,,701.747,701.747,123.838,123.838,13.76,,495.351,495.351,13.76,,6.88,,6.88,,6.88,,55.039,55.039,13.76,,275.195,275.195,68.799,68.799,61.919,61.919,6.88,,894.383,894.383,295.834,295.834,27.519,,13.76,,268.315,268.315,6.88,,6.88,,20.64,,1713.088,1713.088,144.477,144.477,6.88,
101,13.76,,61.919,61.919,20.64,,6.88,,48.159,48.159,6.88,,6.88,,178.877,178.877,13.76,,3109.702,3109.702,61.919,61.919,61.919,61.919,6.88,,130.718,130.718,61.919,61.919,6.88,,61.919,61.919,20.64,,13.76,,110.078,110.078,1754.367,1754.367,6.88,,6.88,,61.919,61.919,20.64,,61.919,61.919,6.88,,6.88,,6.88,,34.399,34.399,1898.844,1898.844,6.88,,75.679,75.679,41.279,41.279,13.76,,27.519,
102,6.88,,6.88,,27.519,,6.88,,13.76,,123.838,123.838,75.679,75.679,13.76,,2449.234,2449.234,6.88,,89.438,89.438,68.799,68.799,13.76,,6.88,,61.919,61.919,34.399,34.399,6.88,,34.399,34.399,13.76,,6.88,,6.88,,6.88,,6.88,,3405.536,3405.536,6.88,,839.344,839.344,34.399,34.399,13.76,,20.64,,6.88,,1100.779,1100.779,6.88,,13.76,,6.88,,6.88,,6.88,
103,6.88,,20.64,,6.88,,178.877,178.877,6.88,,82.558,82.558,6.88,,151.357,151.357,55.039,55.039,151.357,151.357,20.64,,13.76,,34.399,34.399,6.88,,61.919,61.919,6.88,,199.516,199.516,6.88,,13.76,,13.76,,34.399,34.399,13.76,,6.88,,309.594,309.594,55.039,55.039,6.88,,34.399,34.399,199.516,199.516,13.76,,6.88,,158.237,158.237,41.279,41.279,41.279,41.279,6.88,,254.555,254.555,460.951,460.951
104,6.88,,68.799,68.799,543.51,543.51,13.76,,6.88,,34.399,34.399,13.76,,61.919,61.919,6.88,,6.88,,6.88,,6.88,,116.958,116.958,13.76,,247.675,247.675,405.912,405.912,75.679,75.679,571.029,571.029,405.912,405.912,6.88,,34.399,34.399,13.76,,199.516,199.516,247.675,247.675,20.64,,6.88,,6.88,,6.88,,6.88,,27.519,,6.88,,13.76,,20.64,,20.64,,6.88,,6.88,
105,708.627,708.627,6.88,,20.64,,48.159,48.159,27.519,,55.039,55.039,75.679,75.679,34.399,34.399,254.555,254.555,20.64,,6.88,,6.88,,75.679,75.679,6.88,,61.919,61.919,55.039,55.039,61.919,61.919,55.039,55.039,13.76,,13.76,,6.88,,6.88,,6.88,,681.107,681.107,13.76,,20.64,,55.039,55.039,6.88,,41.279,41.279,13.76,,6.88,,20.64,,6.88,,13.76,,34.399,34.399,192.636,192.636
106,440.312,440.312,20.64,,13.76,,41.279,41.279,27.519,,6.88,,6.88,,295.834,295.834,20.64,,13.76,,6.88,,20.64,,6.88,,20.64,,557.27,557.27,13.76,,6.88,,20.64,,13.76,,694.867,694.867,6.88,,89.438,89.438,6.88,,495.351,495.351,20.64,,6.88,,13.76,,61.919,61.919,55.039,55.039,7203.225,7203.225,6.88,,13.76,,6.88,,13.76,,6.88,,6.88,
107,1114.539,1114.539,6.88,,61.919,61.919,6.88,,6.88,,6.88,,13.76,,6.88,,61.919,61.919,6.88,,6.88,,6.88,,55.039,55.039,6.88,,247.675,247.675,6.88,,13.76,,13.76,,6.88,,6.88,,653.588,653.588,13.76,,20.64,,928.783,928.783,6.88,,6.88,,6.88,,13.76,,6.88,,227.036,227.036,6.88,,55.039,55.039,6.88,,6.88,,6.88,,13.76,
108,13.76,,6.88,,48.159,48.159,13.76,,34.399,34.399,61.919,61.919,48.159,48.159,116.958,116.958,6.88,,6.88,,20.64,,13.76,,20.64,,116.958,116.958,12136.092,12136.092,27.519,,13.76,,13.76,,6.88,,6.88,,6.88,,13.76,,13.76,,61.919,61.919,6.88,,206.396,206.396,137.597,137.597,6.88,,6.88,,13.76,,6.88,,261.435,261.435,13.76,,6.88,,6.88,,6.88,
109,6.88,,41.279,41.279,309.594,309.594,6.88,,6.88,,82.558,82.558,6.88,,282.075,282.075,27.519,,6.88,,6.88,,48.159,48.159,20.64,,34.399,34.399,61.919,61.919,192.636,192.636,6.88,,61.919,61.919,20.64,,6.88,,13.76,,13.76,,13.76,,61.919,61.919,6.88,,6.88,,13.76,,6.88,,68.799,68.799,20.64,,27.519,,199.516,199.516,192.636,192.636,6.88,,6.88,,13.76,
110,6.88,,13.76,,13.76,,6.88,,27.519,,13.76,,158.237,158.237,694.867,694.867,323.354,323.354,6.88,,6.88,,1025.101,1025.101,6.88,,6.88,,35727.17,35727.17,20.64,,55.039,55.039,89.438,89.438,13.76,,6.88,,27.519,,61.919,61.919,13.76,,4210.481,4210.481,20.64,,2277.237,2277.237,6.88,,13.76,,82.558,82.558,61.919,61.919,6.88,,6.88,,13.76,,41.279,41.279,13.76,,3212.9,3212.9
111,6.88,,6.88,,27.519,,41.279,41.279,20.64,,13.76,,6.88,,13.76,,6.88,,27.519,,440.312,440.312,6.88,,165.117,165.117,6.88,,61.919,61.919,6.88,,20.64,,20.64,,13.76,,82.558,82.558,27.519,,6.88,,13.76,,185.757,185.757,123.838,123.838,20.64,,13.76,,6.88,,6.88,,6.88,,13.76,,41.279,41.279,20.64,,6.88,,1389.734,1389.734,13.76,
112,20.64,,6.88,,6.88,,13.76,,6.88,,20.64,,13.76,,13.76,,6.88,,6.88,,20.64,,6.88,,6.88,,96.318,96.318,185.757,185.757,13.76,,6.88,,6.88,,130.718,130.718,27.519,,13.76,,13.76,,6.88,,61.919,61.919,34.399,34.399,6.88,,6.88,,6.88,,75.679,75.679,34.399,34.399,13.76,,247.675,247.675,41.279,41.279,784.305,784.305,6.88,,6.88,
113,6.88,,20.64,,6.88,,811.825,811.825,27.519,,591.669,591.669,6.88,,6.88,,6.88,,48.159,48.159,6.88,,110.078,110.078,6.88,,41.279,41.279,928.783,928.783,13.76,,6.88,,34.399,34.399,61.919,61.919,220.156,220.156,6.88,,27.519,,27.519,,18266.058,18266.058,6.88,,13.76,,6.88,,6.88,,240.795,240.795,6.88,,6.88,,6.88,,6.88,,10168.449,10168.449,350.873,350.873,6.88,
114,13.76,,48.159,48.159,6.88,,178.877,178.877,419.672,419.672,6.88,,6.88,,13.76,,34.399,34.399,6.88,,27.519,,34.399,34.399,89.438,89.438,96.318,96.318,61.919,61.919,13.76,,82.558,82.558,6.88,,6.88,,151.357,151.357,2490.513,2490.513,8778.715,8778.715,13.76,,185.757,185.757,227.036,227.036,4396.238,4396.238,68.799,68.799,20.64,,6.88,,6.88,,6.88,,103.198,103.198,61.919,61.919,6.88,,6.88,,6.88,
115,13.76,,6.88,,48.159,48.159,75.679,75.679,61.919,61.919,6.88,,20.64,,6.88,,254.555,254.555,20.64,,6.88,,13.76,,13.76,,6.88,,123.838,123.838,6.88,,41.279,41.279,6.88,,13.76,,6.88,,41.279,41.279,6.88,,13.76,,61.919,61.919,68.799,68.799,27.519,,41.279,41.279,6.88,,6.88,,6.88,,13.76,,3536.254,3536.254,89.438,89.438,433.432,433.432,371.513,371.513,6.88,
116,6.88,,6.88,,6.88,,20.64,,6.88,,41.279,41.279,6.88,,13.76,,20.64,,6.88,,6.88,,20.64,,6.88,,41.279,41.279,61.919,61.919,48.159,48.159,41.279,41.279,13.76,,96.318,96.318,110.078,110.078,6.88,,6.88,,13.76,,495.351,495.351,21939.909,21939.909,6.88,,34.399,34.399,48.159,48.159,6.88,,6.88,,6.88,,6.88,,378.393,378.393,6.88,,103.198,103.198,6.88,
117,6.88,,6.88,,13.76,,96.318,96.318,6.88,,89.438,89.438,20.64,,27.519,,27.519,,103.198,103.198,6.88,,13.76,,6.88,,20.64,,5944.209,5944.209,13.76,,103.198,103.198,6.88,,27.519,,20.64,,13.76,,13.76,,27.519,,123.838,123.838,6.88,,6.88,,41.279,41.279,6.88,,13.76,,130.718,130.718,27.519,,13.76,,13.76,,185.757,185.757,82.558,82.558,557.27,557.27
118,171.997,171.997,13.76,,6.88,,34.399,34.399,13.76,,791.185,791.185,1259.016,1259.016,96.318,96.318,20.64,,6.88,,6.88,,41.279,41.279,6.88,,13.76,,26129.75,26129.75,6.88,,6.88,,13.76,,6.88,,55.039,55.039,13.76,,13.76,,13.76,,61.919,61.919,2889.546,2889.546,6.88,,6.88,,20.64,,13.76,,6.88,,34.399,34.399,27.519,,34.399,34.399,6.88,,48.159,48.159,20.64,
119,6.88,,27.519,,6.88,,6.88,,123.838,123.838,6.88,,55.039,55.039,13.76,,192.636,192.636,34.399,34.399,103.198,103.198,41.279,41.279,6.88,,13.76,,61.919,61.919,13.76,,96.318,96.318,27.519,,6.88,,20.64,,6.88,,75.679,75.679,6.88,,61.919,61.919,48.159,48.159,6.88,,13.76,,6.88,,6.88,,96.318,96.318,20.64,,82.558,82.558,6.88,,295.834,295.834,68.799,68.799,13.76,
